asunto,cuerpo,etiqueta,remitente,tiene_links,errores_gramaticales,todo_mayusculas,solicita_info_personal,clasificacion
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,
Nuevo comentario en tu publicación,Alguien ha comentado en tu publicación. Mira el comentario aquí: [enlace seguro],ham,notificaciones@blog.com,True,False,False,False,HAM
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,HAM
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,HAM
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,,,,,
"Re: ¡Oferta Increíble! 50% de descuento,""Estimado cliente, aproveche esta oferta única por tiempo limitado. Haga clic aquí para más información: [enlace sospechoso]"",spam,ofertas@ofertasespeciales.com,True,False,True,False,Spam",,,,,,,,
"Re: ¡Gane un millón de dólares!,""¡Felicidades! Ha ganado un millón de dólares. Para reclamar su premio, haga clic aquí: [enlace sospechoso]"",spam,ganador@loteria.net,True,True,True,True,Spam",,,,1,1,1,1,
"Oferta Increíble: ¡Gana un millón de dólares!,""Felicidades, has ganado un millón de dólares. Para reclamar tu premio, haz clic aquí: [enlace sospechoso]"",spam,ofertasincreibles@ganamillones.com,True,False,True,True,Spam",,,,,,,,
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado y llegará en 2-3 días hábiles. Puede rastrearlo aquí: [enlace legítimo]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,,,,,
"ACTUALIZACIÓN IMPORTANTE DE SU CUENTA,""Estimado cliente, detectamos actividad inusual en su cuenta. Por favor, actualice su información aquí: [enlace sospechoso]"",spam,seguridad@bancofalso.com,True,True,True,True,Spam",,,,1,1,1,1,
Nueva promoción:#50% de descuento,Aprovecha nuestra nueva promoción y obtén un 50% de descuento en todos nuestros productos. ¡Compra aho#a!,spam,promociones@descuentos.net,False,False,False,False,Spam
"Invitación a conectar en LinkedIn,""Hola [Nombre], me gustaría conectar contigo en LinkedIn. Compartimos intereses en [Intereses]."",ham,usuario@gmail.com,False,False,False,False,Ham",,,,,,,,
"Gana un auto nuevo,""Felicidades, has ganado un auto nuevo. Para reclamarlo, responde a este correo con tus datos personales."",spam,ganagana@autosnuevos.com,False,False,False,True,Spam",,,,,,,,
"Re: Reunión de mañana,""Hola equipo, recuerden que la reunión es mañana a las 10 am. Saludos!"",ham,jefe@empresa.com,False,False,False,False,Ham",,,,,,,,
"Tu paquete está listo para ser recogido,""Su paquete ya está listo para ser recogido en nuestra oficina.  Por favor, traiga una identificación con foto."",ham,envios@empresa.com,False,False,False,False,Ham",,,,,,,,HAM
Oferta Exclusiva: ¡Solo por hoy!,Oferta exclusiva solo por hoy: 70% de descuento en todos nuestros productos. ¡Compra ahora!,spam,ofertas@exclusivas.com,1,1,1,1,Spam
"Problemas con tu cuenta,""Hemos detectado un problema con tu cuenta. Por favor, actualiza tus datos lo antes posible"",spam,seguridad@tucuenta.net,False,False,False,True,Spam",,,,1,1,1,1,
"Felicidades has ganado un premio,""Felicidades, has ganado un premio. Para reclamarlo, visita este enlace [enlace sospechoso]"",spam,premios@ganapremios.com,True,True,False,True,Spam",,,,,,,,
"Re: Cita médica,""Estimado paciente, le recordamos su cita médica para mañana a las 3 pm."",ham,citas@clinicamedica.com,False,False,False,False,Ham",,,,,,,,
"Actualiza tu información,""Por favor, actualiza tu información personal para mantener tu cuenta segura"",spam,seguridad@actualiza.com,False,False,False,True,Spam",,,,,,,,
Tu pedido está en camino,Tu pedido número [número de pedido] está en camino y llegará en breve.,ham,pedidos@tiendaonline.com,False,False,False,False,Ham
GRAN REMATE!!,GRAN REMATE!! Aprovecha nuestras increíbles ofertas por tiempo limitado. ¡Compra ahora!,spam,remate@grandesofertas.net,False,True,True,False,Spam
"Recordatorio de pago,""Estimado cliente, le recordamos que su pago vence el [fecha]."",ham,pagos@empresa.com,F#lse,False,False,False,Ham",#one,,,,,,,
¡Oferta imperdible!,¡Oferta imperdible! Obtenga un 50% de descuento en su próxima compra.,spam,ofertas@imperdibles.com,False,False,True,False,Spam
"Re: Proyecto X,""Hola equipo, aquí está la actualización del proyecto X."",ham,compañero@empresa.com,False,False,False,False,Ham",,,,,,,,HAM
"Gana un viaje a las Bahamas,""Felicidades, has ganado un viaje a las Bahamas. Para reclamarlo, envía tus datos personales."",spam,viajes@ganaviajes.com,False,False,False,True,Spam",,,,,,,,
Tu suscripción ha expirado,Tu suscripción ha expirado. Renueva tu suscripción ahora para acceder a todos nuestros servicios.,spam,suscripciones@servicios.net,True,False,False,False,Spam
"Re: Reunión de equipo,""Hola equipo, la reunión de hoy ha sido cancelada."",ham,jefe@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Última oportunidad!,¡Última oportunidad para aprovechar nuestra oferta! ¡Compra ahora antes de que se acabe!,spam,ofertas@ultimahora.net,False,False,True,False,Spam
"Actualiza tu contraseña,""Por razones de seguridad, actualiza tu contraseña lo antes posible."",spam,seguridad@contraseña.com,True,False,False,True,Spam",,,,,,,,
"Re: Presupuesto del proyecto,""Hola equipo, adjunto el presupuesto del proyecto."",ham,proyecto@empresa.com,False,False,False,False,Spam",,,,,,,,
Oferta de trabajo,Tenemos una oferta de trabajo que podría interesarte. ¡Postula ahora!,ham,rrhh@empresa.com,True,False,False,False,Spam
"Felicidades, has ganado!,""Felicidades, has ganado un premio. Para reclamarlo, haz clic aquí: [enlace sospechoso]"",spam,premios@ganapremios.com,True,False,True,True,Spam",,,,,,,,
"Re: Informe semanal,""Hola equipo, adjunto el informe semanal."",ham,informes@empresa.com,False,False,False,False,Spam",,,,,,,,
¡Gana un iPhone!,¡Gana un iPhone gratis! Responde a este correo con tus datos personales.,spam,concursos@iphonegratis.com,False,False,True,True,Spam
Tu pedido ha sido procesado,Tu pedido ha sido procesado y se está preparando para su envío.,ham,pedidos@tiendaonline.com,False,False,False,False,Ham
Oferta limitada,Oferta limitada por tiempo. ¡Compra ahora antes de que se acabe!,spam,ofertas@limitadas.com,False,False,False,False,Spam
"Re: Cita de negocios,""Hola, confirmo nuestra cita de negocios para mañana a las 11 am."",ham,negocios@ejemplo.com,False,False,False,False,Ham",,,,,,,,
¡Aumenta tus ventas!,¡Aumenta tus ventas con nuestra nueva herramienta!,spam,ventas@aumentatusventas.com,True,False,True,False,Spam
"Re: Planificación del proyecto,""Hola equipo, aquí está el plan del proyecto. Saludos!"",ham,proyecto@empresa.com,False,False,False,False,Ham",,,,,,,,
"¡Oferta Flash!,""¡Oferta Flash! Solo por hoy, 80% de descuento en todos nuestros productos."",spam,ofertasflash@descuentos.com,False,False,True,False,Spam",,,,1,1,1,1,HAM
Tu pago ha sido recibido,Tu pago ha sido recibido correctamente. Gracias por tu compra.,ham,pagos@empresa.com,False,False,False,False,Ham
"Ganaste un premio,""Ganaste un premio. Para reclamarlo, ingresa tus datos personales aquí: [enlace sospechoso]"",spam,premios@ganapremios.com,True,False,False,True,Spam",,,,,,,,
"Re: Reunión del equipo,""Hola equipo, nos vemos en la reunión del equipo."",ham,jefe@empresa.com,False,False,False,False,Ham",,,,,,,,
¡No te lo pierdas!,¡No te lo pierdas! Oferta válida solo por hoy.,spam,ofertas@nopierdas.com,False,False,True,False,Spam
"Re: Asunto importante,""Hola, adjunto el documento que solicitaste."",ham,compañero@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Ahorra dinero!,¡Ahorra dinero con nuestra nueva promoción!,spam,promociones@ahorra.com,False,False,True,False,Spam
"Tu cuenta ha sido bloqueada,""Tu cuenta ha sido bloqueada debido a actividad sospechosa. Para desbloquearla, haz clic aquí: [enlace sospechoso]"",spam,seguridad@cuenta.com,True,False,False,True,Spam",,,,,,,,HAM
"Re: Actualización de proyecto,""Hola equipo, aquí está la actualización del proyecto."",ham,proyecto@empresa.com,False,False,False,False,Ham",,,,,,,,
¡Increíble oferta!,¡Increíble oferta! ¡No te lo pierdas!,spam,ofertas@increibles.com,False,False,True,False,Spam
"Re: Informe mensual,""Hola equipo, adjunto el informe mensual."",ham,informes@empresa.com,False,False,False,False#Spam",Non#,,,1,1,1,1,
¡Gana una casa!,¡Gana una casa gratis! Participa en nuestro sorteo.,spam,sorteos@casagratis.com,True,False,True,True,Spam
Oferta Increíble: ¡Gane un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: http://example.com/premio,spam,premios@ofertasespeciales.com,True,False,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su ped#do ha sido enviado. Puede rastrearlo aquí: [tracking link]"",ham,ventas@example.com,True,False,False,False,Spam",No#e,,,,,,,
"Actualice su contraseña,""Estimado usuario, por favor actualice su contraseña para mayor seguridad."",ham,seguridad@gmail.com,False,False,False,True,Spam",,,,,,,,
Re:Tu cuenta ha sido bloqueada,Tu cuenta ha sido bloqueada por razones de seguridad.  Ingresa aquí para desbloquearla: [enlace sospechoso],spam,seguridad@fakemail.net,True,True,False,True,Spam
"GANE UN COCHE!,""¡Felicidades! Ha ganado un coche nuevo.  Para reclamarlo, visite: [enlace sospechoso]"",spam,ganador@sorteos.net,True,True,True,True,Spam",,,,,,,,
Nueva promoción,Disfrute de nuestras nuevas ofertas. Visite nuestra tienda en [enlace],ham,promociones@yahoo.com,True,False,False,False,Spam
Su pedido está listo para enviarse,Su pedido ya está listo para ser enviado.  Gracias por su compra.  Puede ver el detalle de su pedido aquí [enlace],ham,pedidos@example.com,True,False,False,False,Spam
Aumente su tamaño,Incrementa tu tamaño con nuestra revolucionaria píldora. Visite [enlace],spam,salud@pills.net,1,1,1,1,Spam
Oferta especial: ¡50% de descuento!,Aproveche nuestra oferta especial del 50% de descuento en todos nuestros productos. Visite nuestra tienda en línea: [enlace],spam,ofertas@descuentos.com,True,False,True,False,Spam
Su paquete ha llegado,Su paquete ha llegado a su destino. Puede rastrearlo aquí: [enlace],ham,envios@gmail.com,True,False,False,False,Spam
"Problemas con su cuenta,""Hemos detectado actividad sospechosa en su cuenta.  Por favor, actualice su información aquí: [enlace]"",spam,seguridad@malware.com,True,False,False,True,Spam",,,,1,1,1,1,
"Confirme su correo electrónico,""Por favor, confirme su correo electrónico haciendo clic en el enlace a continuación: [enlace]"",ham,soporte@example.com,True,False,False,False,Spam",,,,,,,,
"Felicidades, has ganado un premio!,""Felicidades! Has ganado un premio, reclama tu premio aqui [enlace]"",spam,premios@fakemail.net,True,True,True,False,Spam",,,,,,,,
"Actualice su información personal,""Por favor, actualice su información personal para mantener su cuenta segura"",ham,soporte@gmail.com,False,False,False,True,Spam",,,,,,,,
Gane un viaje a las Bahamas,Gane un viaje todo pagado a las Bahamas. Visite [enlace] para más información,spam,viajes@scam.com,True,False,False,False,Spam
"Solicitud de amistad,""Hola, quiero ser tu amigo. Agrégame a Facebook."",ham,friend@gmail.com,False,False,False,False,Spam",,,,,,,,
"Re: Cita médica,""Estimado paciente, le recordamos su cita médica el día de mañana."",ham,citas@clinic.com,False,False,False,False,Spam",,,,,,,,
Oferta especial: ¡Computadora gratis!,¡Obtenga una computadora gratis! Visite [enlace],spam,ofertas@free.com,True,False,True,False,Spam
Tu pago ha sido procesado,Tu pago ha sido procesado correctamente.  Gracias por tu compra.,ham,pagos@example.com,False,False,False,False,Spam
"Re: Tu cuenta ha sido comprometida,""Tu cuenta ha sido comprometida.  Por favor, cambia tu contraseña inmediatamente."",spam,seguridad@phishing.com,False,False,False,True,Spam",,,,,,,,
¡Gane un millón de dólares!,¡Felicidades! Ha ganado un millón de dólares. Haga clic aquí para reclamar su premio: http://example.com/premio,spam,premios@ofertasespeciales.com,True,False,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [tracking link]"",ham,ventas@example.com,True,False,False,False,Spam",,,,,,,,
"Actualice su contraseña,""Estimado usuario, por favor actualice su contraseña para mayor seguridad."",ham,seguridad@gmail.com,False,False,False,True,Spam",,,,,,,,
Re:Tu cuenta ha sido bloqueada,Tu cuenta ha sido bloqueada por razones de seguridad.  Ingresa aquí para desbloquearla: [enlace sospechoso],spam,seguridad@fakemail.net,True,True,False,True,Spam
"GANE UN COCHE!,""¡Felicidades! Ha ganado un coche nuevo.  Para reclamarlo, visite: [enlace sospechoso]"",spam,ganador@sorteos.net,True,True,True,True,Spam",,,,,,,,
Nueva promoción,Disfrute de nuestras nuevas ofertas. Visite nuestra tienda en [enlace],ham,promociones@yahoo.com,1,1,1,1,Spam
Su ped#do está listo para enviarse,Su pedido ya está listo para ser #nviado.  Gracias por su compra.  Puede ver el detalle de su pedido aquí [enlace],ham,pedidos@example.com,True,False,False,False,Spam
Aumente su tamaño,Incrementa tu tamaño con nuestra revolucionaria píldora. Visite [enlace],spam,salud@pills.net,True,False,False,False,Spam
Oferta especial: ¡50% de descuento!,Aproveche nuestra oferta especial del 50% de descuento en todos nuestros productos. Visite nuestra tienda en línea: [enlace],spam,ofertas@descuentos.com,True,False,True,False,Spam
Su paquete ha llegado,Su paquete ha llegado a su destino. Puede rastrearlo aquí: [enlace],ham,envios@gmail.com,True,False,False,False,HAM
"Problemas con su cuenta,""H#mos detectado actividad sospechosa en su cuenta.  Por favor, actualice su información aquí: [enlace]"",spam,seguridad@malware.com,True,False,False,True,Spam",#one,,,,,,,HAM
"Confirme su correo electrónico,""Por favor, confirme su correo electrónico haciendo clic en el enlace a continuación: [enlace]"",ham,soporte@example.com,True,False,False,False,Spam",,,,,,,,
"Felicidades, has ganado un premio!,""Felicidades! Has ganado un premio, reclama tu premio aqui [enlace]"",spam,premios@fakemail.net,True,True,True,False,Spam",,,,1,1,1,1,HAM
"Actualice su información personal,""Por favor, actualice su información personal para mantener su cuenta segura"",ham,soporte@gmail.com,False,False,False,True,Spam",,,,,,,,
Gane un viaje a las Bahamas,Gane un viaje todo pagado a las Bahamas. Visite [enlace] para más información,spam,viajes@scam.com,True,False,False,False,Spam
"Solicitud de amistad,""Hola, quiero ser tu amigo. Agrégame a Facebook."",ham,friend@gmail.com,False,False,False,False,Spam",,,,1,1,1,1,
"Re: Cita médica,""Estimado paciente, le recordamos su cita médica el día de mañana."",ham,citas@clinic.com,False,False,False,False,Spam",,,,,,,,
Oferta especial: ¡Computadora gratis!,¡Obtenga una computadora gratis! Visite [enlace],spam,ofertas@free.com,True,False,True,False,HAM
Tu pago ha sido procesado,Tu pago ha sido procesado correctamente.  Gracias por tu compra.,ham,pagos@example.com,False,False,False,False,Spam
"Re: Tu cuenta ha sido comprometida,""Tu cuenta ha sido comprometida.  Por favor, cambia tu contraseña inmediatamente."",spam,seguridad@phishing.com,False,False,False,True,Spam",,,,,,,,
Recordatorio de pago,Este es un recordatorio para pagar su factura.,ham,facturas@example.com,False,False,False,False,Ham
Oferta irresistible: ¡Viaje gratis!,Gane un viaje gratis. Haga clic aqui para más detalles. [enlace],spam,ofertas@travel.net,True,False,True,False,Spam
"Problemas con tu compra,""Hemos detectado un problema con tu compra reciente.  Por favor, contacta a soporte."",ham,soporte@shop.com,False,False,False,False,Ham",,,,,,,,
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,False,True,True,Spam
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@empresa.com,True,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña ahora,""Estimado usuario, por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta.  [enlace seguro]"",ham,seguridad@banco.com,True,False,False,True,Spam",,,,,,,,
GANE UN AUTO NUEVO!!!,¡Felicitaciones! Ha ganado un auto nuevo.  Visite nuestra página web: [enlace sospechoso],spam,ganador@autosnuevos.net,True,True,True,True,Spam
"Tu paquete está listo para ser recogido,""Su paquete está listo para ser recogido en la oficina de correos.  Por favor, traiga su identificación."",ham,notificaciones@correo.com,False,False,False,False,Ham",,,,,,,,
Oferta Exclusiva: ¡50% de descuento!,Aproveche esta oferta única.  Compre ahora: [enlace sospechoso],spam,ofertas@descuentos.org,True,False,False,False,Spam
"Problemas con su cuenta bancaria,""Hemos detectado actividad sospechosa en su cuenta bancaria. Por favor, verifique su información: [enlace sospechoso]"",spam,seguridad@banconacional.com.co,True,False,False,True,Spam",,,,,,,,
Cita médica confirmada,Su cita médica ha sido confirmada para mañana a las 10:00 AM.,ham,citas@clinicamedica.com,False,False,False,False,Spam
"Nueva Mensaje,""Tienes un nuevo mensaje.  Por favor, verifica tu bandeja de entrada."",ham,notificaciones@gmail.com,False,True,False,False,Spam",,,,,,,,
¡Gane un viaje a Hawai!,¡Felicitaciones!  Ha ganado un viaje a Hawai. Visite: [enlace sospechoso],spam,viajes@hawai.net,True,False,True,False,Spam
"Re: Tu solicitud de empleo,""Estimado/a [nombre], lamentamos informarle que su solicitud de empleo no ha sido seleccionada en esta ocasión."",ham,rrhh@empresa.com,False,False,False,False,Spam",,,,,,,,
Importante: Acción requerida,Su cuenta está a punto de ser suspendida.  Actualice su información ahora: [enlace sospechoso],spam,seguridad@cuenta.com,True,False,False,True,Spam
"Tu compra ha sido procesada,""Estimado cliente, su compra ha sido procesada con éxito.  Gracias por su compra."",ham,compras@tienda.com,False,False,False,False,Ham",,,,,,,,
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares.  Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,False,True,True,Spam
"Problemas con su cuenta bancaria,""Hemos detectado actividad sospechosa en su cuenta bancaria. Por favor, verifique su información: [enlace sospechoso]"",spam,seguridad@banconacional.com.co,True,False,False,True,Spam",,,,,,,,HAM
"Tu suscripción ha sido renovada,""Estimado cliente, su suscripción ha sido renovada con éxito."",ham,suscripciones@servicio.com,False,False,False,False,Spam",,,,,,,,
Oferta Exclusiva: ¡50% de descuento!,Aproveche esta oferta única. Compre ahora: [enlace sospechoso],spam,ofertas@descuentos.org,True,False,False,False,Spam
"Gane un viaje a las Bahamas,""Felicitaciones, ha ganado un viaje a las Bahamas. Visite nuestro sitio web: [enlace sospechoso]"",spam,ganador@viajes.com,True,False,False,False,Spam",,,,,,,,
"Re: Reunión de mañana,""Estimado/a [nombre], recordatorio de la reunión de mañana a las 9:00 AM."",ham,reuniones@empresa.com,False,False,False,False,Spam",,,,,,,,
"Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@empresa.com,True,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña ahora,""Estimado usuario, por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta. [enlace seguro]"",ham,seguridad@banco.com,True,False,False,True,Spam",,,,,,,,HAM
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,False,True,True,Spam
"Tu paquete está listo para ser recogido,""Su paquete está listo para ser recogido en la oficina de correos. Por favor, traiga su identificación."",ham,notificaciones@correo.com,False,False,False,False,Ham",,,,,,,,
Alerta de Seguridad,Hemos detectado actividad sospechosa en su cuenta. Ingrese aquí para verificar: [enlace sospechoso],spam,seguridad@sistema.com,True,False,False,True,Spam
"Re: Tu solicitud de información,""Estimado/a [nombre], adjuntamos la información que solicitó."",ham,info@empresa.com,False,False,False,False,Spam",,,,,,,,
"Nueva Mensaje,""Tienes un nuevo mensaje. Por favor, verifica tu bandeja de entrada."",ham,notificaciones@gmail.com,False,True,False,False,Spam",,,,,,,,
GANE UN AUTO NUEVO!!!,¡Felicitaciones! Ha ganado un auto nuevo. Visite nuestra página web: [enlace sospechoso],spam,ganador@autosnuevos.net,True,True,True,True,Spam
"Tu compra ha sido procesada,""Estimado cliente, su compra ha sido procesada con éxito. Gracias por su compra."",ham,compras@tienda.com,False,False,False,False,Ham",,,,,,,,
Importante: Acción requerida,Su cuenta está a punto de ser suspendida. Actualice su información ahora: [enlace sospechoso],spam,seguridad@cuenta.com,True,False,False,True,HAM
"Re: Reunión de mañana,""Estimado/a [nombre], recordatorio de la reunión de mañana a las 9:00 AM."",ham,reuniones@empresa.com,False,False,False,False,Spam",,,,,,,,
Cita médica confirmada,Su cita médica ha sido confirmada para mañana a las 10:00 AM.,ham,citas@clinicamedica.com,False,False,False,False,Spam
Alerta de Seguridad,Hemos detectado actividad sospechosa en su cuenta. Ingrese aquí para verificar: [enlace sospechoso],spam,seguridad@sistema.com,True,False,False,True,Spam
"Re: Tu solicitud de información,""Estimado/a [nombre], adjuntamos la información que solicitó."",ham,info@empresa.com,False,False,False,False,Spam",,,,,,,,
"Gane un viaje a las Bahamas,""Felicitaciones, ha ganado un viaje a las Bahamas. Visite nuestro sitio web: [enlace sospechoso]"",spam,ganador@viajes.com,True,False,False,False,Spam",,,,,,,,
"Tu suscripción ha sido renovada,""Estimado cliente, su suscripción ha sido renovada con éxito."",ham,suscripciones@servicio.com,False,False,False,False,Spam",,,,,,,,
Oferta Exclusiva: ¡50% de descuento!,Aproveche esta oferta única. Compre ahora: [enlace sospechoso],spam,ofertas@descuentos.org,True,False,False,False,Spam
"Problemas con su cuenta bancaria,""Hemos detectado actividad sospechosa en su cuenta bancaria. Por favor, verifique su información: [enlace sospechoso]"",spam,seguridad@banconacional.com.co,True,False,False,True,Spam",,,,,,,,
GANE UN AUTO NUEVO!!!,¡Felicitaciones! Ha ganado un auto nuevo. Visite nuestra página web: [enlace sospechoso],spam,ganador@autosnuevos.net,True,True,True,True,Spam
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Ha ganado un millón de dólares. Reclame su premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,False,True,True,Spam
"Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@empresa.com,True,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña ahora,""Estimado usuario, por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta. [enlace seguro]"",ham,seguridad@banco.com,True,False,False,True,Spam",,,,,,,,
"Re: Tu solicitud de empleo,""Estimado/a [nombre], lamentamos informarle que su solicitud de empleo no ha sido seleccionada en esta ocasión."",ham,rrhh@empresa.com,False,False,False,False,Spam",,,,,,,,
"Nueva Mensaje,""Tienes un nuevo mensaje. Por favor, verifica tu bandeja de entrada."",ham,notificaciones@gmail.com,False,True,False,False,Spam",,,,,,,,
Oferta Increíble: ¡Gana un Millón!,¡Felicidades! Has ganado un millón de dólares. Reclama tu premio aquí: [enlace sospechoso],spam,premios@ofertasespeciales.com,True,False,True,True,HAM
"Re: Tu pedido ha sido enviado,""Estimado cliente, su pedido ha sido enviado. Puede rastrearlo aquí: [enlace seguro]"",ham,pedidos@ejemplo.com,True,False,False,False,Spam",,,,,,,,
"Actualiza tu contraseña,""Estimado usuario, por favor actualiza tu contraseña para mejorar la seguridad de tu cuenta."",ham,seguridad@gmail.com,False,False,False,True,Spam",,,,,,,,
"Ganaste un premio!,""Felicidades, has ganado un premio! Reclamalo aquí: [enlace sospechoso]"",spam,premios@ganapremios.net,True,True,True,True,Spam",,,,,,,,
"Tu paquete está en camino,""Estimado cliente, su paquete está en camino. Puede rastrearlo aquí: [enlace seguro]"",ham,envios@yahoo.com,True,False,False,False,Spam",,,,,,,,
Oferta Exclusiva: ¡50% de descuento!,Aprovecha nuestra oferta exclusiva del 50% de descuento en todos nuestros productos. ¡Compra ahora!,spam,ofertas@descuentos.com,True,False,True,False,Spam
"Problemas con tu cuenta,""Hemos detectado actividad sospechosa en tu cuenta. Por favor, inicia sesión para verificar."",ham,seguridad@gmail.com,False,False,False,False,Ham",,,,,,,,
¡Gana un viaje gratis!,¡Felicidades! Has ganado un viaje gratis. Reclama tu premio aquí: [enlace sospechoso],spam,viajes@ofertasincreibles.com,True,False,True,True,Spam
"Re: Reunión de mañana,""Hola, recordatorio de la reunión de mañana a las 10am."",ham,reuniones@ejemplo.com,False,False,False,False,Ham",,,,,,,,
